92252160   1    .8925876667 .0026303100 .0512865479 .0296103022 -7854.868164 -7858.876380 4.008216 0.051002        .2934090000 .0000000249 .0001577973 .0000911043 -7854.955078 -7858.876380 3.921302 0.049896        .2933783333 .0000000466 .0002158703 .0001246327 -7854.947754 -7858.876380 3.928626 0.049990        .2937856666 .0000000418 .0002044504 .0001180394 -7854.955078 -7858.876380 3.921302 0.049896         
92252160   2    .4737023334 .0000784274 .0088559245 .0051129703 -7853.626953 -7858.876380 5.249427 0.066796        .2935436666 .0000002181 .0004670117 .0002696293 -7853.721191 -7858.876380 5.155189 0.065597        .2936490000 .0000002655 .0005152669 .0002974894 -7853.687988 -7858.876380 5.188392 0.066020        .2942976667 .0000002204 .0004694677 .0002710473 -7853.731934 -7858.876380 5.144446 0.065460         
92252160   3    .2977836667 .0000002794 .0005285830 .0003051775 -7852.097656 -7858.876380 6.778724 0.086256        .2938836666 .0000002867 .0005354437 .0003091385 -7852.131348 -7858.876380 6.745032 0.085827        .2940596666 .0000000036 .0000600000 .0000346410 -7852.113770 -7858.876380 6.762610 0.086051        .2946393333 .0000003495 .0005911852 .0003413209 -7852.135742 -7858.876380 6.740638 0.085771         
92252160   4    .2944000000 .0000006401 .0008000624 .0004619162 -7855.330078 -7858.876380 3.546302 0.045125        .2933760000 0 0 0 -7855.390625 -7858.876380 3.485755 0.044354        .2947063333 .0000009564 .0009779570 .0005646237 -7855.416504 -7858.876380 3.459876 0.044025        .2942973334 .0000000314 .0001772004 .0001023066 -7855.420410 -7858.876380 3.455970 0.043975         
92252160   5    .2934783334 .0000000105 .0001024695 .0000591607 -7865.648926 -7858.876380 6.772546 0.086177        .2942633333 .0000001502 .0003875564 .0002237557 -7865.697754 -7858.876380 6.821374 0.086798        .2950486667 .0000000560 .0002366431 .0001366259 -7865.695801 -7858.876380 6.819421 0.086773        .2966526666 .0000001363 .0003691882 .0002131509 -7871.467773 -7858.876380 12.591394 0.160219         
92252160   6    .2935136667 .0000002748 .0005242136 .0003026548 -7863.556641 -7858.876380 4.680261 0.059554        .2935810000 .0000000420 .0002049390 .0001183215 -7863.588867 -7858.876380 4.712487 0.059964        .2942953333 .0000000432 .0002078460 .0001199999 -7863.542969 -7858.876380 4.666589 0.059380        .2952203334 .0000009744 .0009871170 .0005699122 -7863.532227 -7858.876380 4.655847 0.059243         
92252160   7    .2926933334 .0000000455 .0002133072 .0001231529 -7849.911133 -7858.876380 8.965247 0.114078        .2940586667 .0000001499 .0003871692 .0002235322 -7849.931641 -7858.876380 8.944739 0.113817        .2948096666 .0000000418 .0002044504 .0001180394 -7849.912598 -7858.876380 8.963782 0.114059        .2965166667 .0000000873 .0002954657 .0001705872 -7849.919434 -7858.876380 8.956946 0.113972         
92252160   8    .2937856666 .0000000105 .0001024695 .0000591607 -7865.012695 -7858.876380 6.136315 0.078081        .2934793334 .0000002186 .0004675467 .0002699382 -7864.926758 -7858.876380 6.050378 0.076988        .2940280000 .0000000147 .0001212435 .0000699999 -7864.936523 -7858.876380 6.060144 0.077112        .2947756666 .0000002343 .0004840454 .0002794637 -7864.936523 -7858.876380 6.060144 0.077112         
92252160   9    .2929323333 .0000001293 .0003595830 .0002076053 -7850.534668 -7858.876380 8.341712 0.106144        .2942296666 .0000000140 .0001183215 .0000683129 -7850.586426 -7858.876380 8.289954 0.105485        .2945366667 .0000000453 .0002128379 .0001228820 -7850.571289 -7858.876380 8.305091 0.105678        .2954603333 .0000000438 .0002092844 .0001208304 -7849.942871 -7858.876380 8.933509 0.113674         
92252160   10    .2940590000 .0000002235 .0004727578 .0002729468 -7868.001465 -7858.876380 9.125085 0.116112        .2943656666 .0000003179 .0005638262 .0003255252 -7868.001465 -7858.876380 9.125085 0.116112        .2947753334 .0000007995 .0008941476 .0005162363 -7873.788574 -7858.876380 14.912194 0.189750        .2950493334 .0000000037 .0000608276 .0000351188 -7873.695801 -7858.876380 14.819421 0.188569         
