1476034560  32  1  4.9661120000 .0000017059 .0013061010 .0007540777 9640.000000 9651.448450 11.448450 0.118619         
1476034560  32  2  4.9138016666 .0000487444 .0069817189 .0040308972 9656.000000 9651.448450 4.551550 0.047159         
1476034560  32  3  4.8950516666 .0000293386 .0054165117 .0031272244 9632.000000 9651.448450 19.448450 0.201508         
1476034560  32  4  4.8891680000 .0000103743 .0032209160 .0018595967 9648.000000 9651.448450 3.448450 0.035730         
1476034560  32  5  4.8751593334 .0000059365 .0024364933 .0014067100 9648.000000 9651.448450 3.448450 0.035730         
1476034560  32  6  4.8726016666 .0000057689 .0024018534 .0013867107 9616.000000 9651.448450 35.448450 0.367286         
1476034560  32  7  4.8692286666 .0000146870 .0038323621 .0022126152 9656.000000 9651.448450 4.551550 0.047159         
1476034560  32  8  4.8692223334 .0000097257 .0031186054 .0018005276 9608.000000 9651.448450 43.448450 0.450175         
1476034560  32  9  4.8657320000 .0000000789 .0002808914 .0001621727 9640.000000 9651.448450 11.448450 0.118619         
1476034560  32  10  4.8659093334 .0000010329 .0010163168 .0005867707 9656.000000 9651.448450 4.551550 0.047159         
1476034560  32  11  4.9078396666 .0000015233 .0012342204 .0007125774 9624.000000 9651.448450 27.448450 0.284397         
1476034560  32  12  4.8661803334 .0000013372 .0011563736 .0006676326 9560.000000 9651.448450 91.448450 0.947510         
1476034560  32  13  4.8629876667 .0000000630 .0002509980 .0001449137 9600.000000 9651.448450 51.448450 0.533065         
1476034560  32  14  4.8731913333 .0000004908 .0007005711 .0004044749 9664.000000 9651.448450 12.551550 0.130048         
1476034560  32  15  5.1108833334 .0000032126 .0017923727 .0010348268 9672.000000 9651.448450 20.551550 0.212937         
1476034560  32  16  4.8960950000 .0000000562 .0002370653 .0001368697 9632.000000 9651.448450 19.448450 0.201508         
1476034560  32  17  4.9577406666 .0000002874 .0005360970 .0003095157 9712.000000 9651.448450 60.551550 0.627383         
1476034560  32  18  4.8661653333 .0000002141 .0004627094 .0002671453 9648.000000 9651.448450 3.448450 0.035730         
1476034560  32  19  4.8814976667 .0000013454 .0011599137 .0006696764 9592.000000 9651.448450 59.448450 0.615954         
1476034560  32  20  4.8658423333 .0000013397 .0011574541 .0006682564 9704.000000 9651.448450 52.551550 0.544494         
1476034560  32  21  4.8661453334 .0000001703 .0004126742 .0002382575 9688.000000 9651.448450 36.551550 0.378716         
1476034560  32  22  4.8735156666 .0000023257 .0015250245 .0008804733 9600.000000 9651.448450 51.448450 0.533065         
1476034560  32  23  4.8695410000 .0000002245 .0004738143 .0002735568 9632.000000 9651.448450 19.448450 0.201508         
1476034560  32  24  4.8675563334 .0000029225 .0017095320 .0009869987 9704.000000 9651.448450 52.551550 0.544494         
1476034560  32  25  4.9378410000 .0000082996 .0028809026 .0016632898 9584.000000 9651.448450 67.448450 0.698843         
1476034560  32  26  4.8723500000 .0000256335 .0050629536 .0029230976 9576.000000 9651.448450 75.448450 0.781732         
1476034560  32  27  4.8744063334 .0000003240 .0005692099 .0003286334 9616.000000 9651.448450 35.448450 0.367286         
1476034560  32  28  4.9034133334 .0000411295 .0064132285 .0037026792 9616.000000 9651.448450 35.448450 0.367286         
1476034560  32  29  4.8744843333 .0000002326 .0004822862 .0002784480 9696.000000 9651.448450 44.551550 0.461605         
1476034560  32  30  4.9566456666 .0000005329 .0007300000 .0004214656 9584.000000 9651.448450 67.448450 0.698843         
1476034560  32  31  5.0048596667 .0000000296 .0001720465 .0000993310 9680.000000 9651.448450 28.551550 0.295827         
1476034560  32  32  5.0563243334 .0000095816 .0030954159 .0017871392 9632.000000 9651.448450 19.448450 0.201508         
1476034560  32  33  4.9450726666 .0000001065 .0003263433 .0001884143 9728.000000 9651.448450 76.551550 0.793161         
1476034560  32  34  4.9547530000 .0000001347 .0003670149 .0002118961 9664.000000 9651.448450 12.551550 0.130048         
1476034560  32  35  4.9912096666 .0000001494 .0003865229 .0002231591 9736.000000 9651.448450 84.551550 0.876050         
1476034560  32  36  4.9192393334 .0000000272 .0001649242 .0000952190 9584.000000 9651.448450 67.448450 0.698843         
1476034560  32  37  4.9255670000 .0000000317 .0001780449 .0001027942 9776.000000 9651.448450 124.551550 1.290496         
1476034560  32  38  4.9023886667 .0000000405 .0002012461 .0001161894 9664.000000 9651.448450 12.551550 0.130048         
1476034560  32  39  5.3609760000 .0000002712 .0005207686 .0003006658 9616.000000 9651.448450 35.448450 0.367286         
1476034560  32  40  4.9635413333 .0000018563 .0013624610 .0007866172 9568.000000 9651.448450 83.448450 0.864621         
1476034560  32  41  4.9019033333 .0000011981 .0010945775 .0006319546 9608.000000 9651.448450 43.448450 0.450175         
