131072       .0096910000 .0000000126 .0001122497 .0000648073 65397.750000 65396.164278 1.585722 0.002425        .0116436666 .0000020875 .0014448183 .0008341662 65376.000000 65396.164278 20.164278 0.030834        .0112023333 .0000000061 .0000781024 .0000450924 65396.164062 65396.164278 0.000215 0.000000        .0176840000 .0000000028 .0000529150 .0000305504 65397.000000 65396.164278 0.835722 0.001278         
262144       .0098956666 .0000000235 .0001532970 .0000885060 130921.250000 130918.591189 2.658811 0.002031        .0110336666 .0000000363 .0001905255 .0001099999 inf 130918.591189 inf inf        .0119306666 .0000004123 .0006421059 .0003707200 130918.593750 130918.591189 0.002561 0.000002        .0278176667 .0000005461 .0007389857 .0004266535 130919.250000 130918.591189 0.658811 0.000503         
393216       .0099326667 .0000000105 .0001024695 .0000591607 196368.656250 196366.747241 1.909009 0.000972        .0115840000 .0000000626 .0002501999 .0001444529 inf 196366.747241 inf inf        .0120000000 .0000000014 .0000374165 .0000216024 196366.750000 196366.747241 0.002759 0.000001        .0368980000 .0000000034 .0000583095 .0000336650 196366.843750 196366.747241 0.096509 0.000049         
524288       .0102100000 .0000000851 .0002917190 .0001684240 261824.562500 261822.168635 2.393865 0.000914        .0115560000 .0000002280 .0004774934 .0002756809 inf 261822.168635 inf inf        .0119303333 .0000000214 .0001462873 .0000844590 261822.171875 261822.168635 0.003240 0.000001        .0466600000 .0000000034 .0000583095 .0000336650 261822.171875 261822.168635 0.003240 0.000001         
655360       .0101740000 .0000000032 .0000565685 .0000326598 327104.375000 327100.356172 4.018828 0.001229        .0125963334 .0000006644 .0008151073 .0004706024 inf 327100.356172 inf inf        .0122976666 .0000002399 .0004897958 .0002827837 327100.375000 327100.356172 0.018828 0.000006        .0565246667 .0000001256 .0003544009 .0002046134 327101.187500 327100.356172 0.831328 0.000254         
786432       .0104493334 .0000000302 .0001737814 .0001003327 392681.281250 392675.819247 5.462003 0.001391        .0121240000 .0000000273 .0001652271 .0000953939 inf 392675.819247 inf inf        .0129246666 .0000000889 .0002981610 .0001721433 392675.843750 392675.819247 0.024503 0.000006        .0662186666 .0000000455 .0002133072 .0001231529 392675.812500 392675.819247 0.006747 0.000002         
917504       .0105470000 0 0 0 458235.000000 458228.046573 6.953427 0.001517        .0128436666 .0000000773 .0002780287 .0001605199 inf 458228.046573 inf inf        .0131710000 .0000009925 .0009962429 .0005751811 458228.062500 458228.046573 0.015927 0.000003        .0759116667 .0000000144 .0001200000 .0000692820 458228.062500 458228.046573 0.015927 0.000003         
1048576       .0107860000 .0000000034 .0000583095 .0000336650 523747.968750 523742.119766 5.848984 0.001117        .0129890000 .0000000165 .0001284523 .0000741619 inf 523742.119766 inf inf        .0138936667 .0000004853 .0006966347 .0004022022 523742.125000 523742.119766 0.005234 0.000001        .0855753333 .0000000025 .0000500000 .0000288675 523743.875000 523742.119766 1.755234 0.000335         
1179648       .0109570000 0 0 0 589249.500000 589241.036988 8.463012 0.001436        .0130580000 .0000000031 .0000556776 .0000321454 inf 589241.036988 inf inf        .0138943333 .0000000664 .0002576819 .0001487727 589241.062500 589241.036988 0.025512 0.000004        .0953686667 .0000000140 .0001183215 .0000683129 589241.750000 589241.036988 0.713012 0.000121         
1310720       .0112300000 .0000000034 .0000583095 .0000336650 654690.375000 654683.503444 6.871556 0.001050        .0133003334 .0000003178 .0005637375 .0003254739 inf 654683.503444 inf inf        .0193376667 .0000005527 .0007434379 .0004292240 654683.500000 654683.503444 0.003444 0.000001        .1048193333 .0000000031 .0000556776 .0000321454 654682.187500 654683.503444 1.315944 0.000201         
