8192 .0075810000 .0000032517 .0018032470 .0010411051
16384 .0077403334 .0000059761 .0024446063 .0014113941
24576 .0124970000 .0000001224 .0003498571 .0002019900
32768 .0100446667 .0000000398 .0001994993 .0001151809
40960 .0112513333 .0000042935 .0020720762 .0011963137
49152 .0115713333 .0000027064 .0016451139 .0009498069
57344 .0102616667 .0000002324 .0004820788 .0002783283
65536 .0089053334 .0000000484 .0002200000 .0001270170
73728 .0120156666 .0000029498 .0017174981 .0009915979
81920 .0109873334 .0000006606 .0008127730 .0004692547
90112 .0093050000 .0000001123 .0003351119 .0001934769
98304 .0127536667 .0000001652 .0004064480 .0002346628
106496 .0103210000 .0000004265 .0006530696 .0003770499
114688 .0106126667 .0000012177 .0011034944 .0006371027
122880 .0127930000 .0000000667 .0002582634 .0001491084
131072 .0101453334 .0000000277 .0001664331 .0000960901
139264 .0103576666 .0000009011 .0009492628 .0005480571
147456 .0126163334 .0000000087 .0000932737 .0000538515
155648 .0102910000 .0000001257 .0003545419 .0002046948
163840 .0119760000 .0000005887 .0007672678 .0004429822
172032 .0126203334 .0000000252 .0001587450 .0000916514
180224 .0101810000 .0000000560 .0002366431 .0001366259
188416 .0113816666 .0000013027 .0011413588 .0006589638
196608 .0126280000 .0000000825 .0002872281 .0001658312
204800 .0102696667 .0000002071 .0004550824 .0002627419
212992 .0126210000 .0000002403 .0004902040 .0002830194
221184 .0126940000 .0000000084 .0000916515 .0000529150
229376 .0103566667 .0000004059 .0006371028 .0003678314
237568 .0138096666 .0000000657 .0002563201 .0001479864
245760 .0123516666 .0000000124 .0001113552 .0000642909
253952 .0101140000 .0000001711 .0004136423 .0002388164
262144 .0137803334 .0000000128 .0001131370 .0000653196
270336 .0137010000 .0000000352 .0001876166 .0001083204
278528 .0132273334 .0000000390 .0001974841 .0001140174
286720 .0124703333 .0000000633 .0002515949 .0001452583
294912 .0121113333 .0000001260 .0003549647 .0002049389
303104 .0108160000 .0000001214 .0003484250 .0002011632
311296 .0101883334 .0000000071 .0000842614 .0000486483
319488 .0094970000 .0000000398 .0001994993 .0001151809
327680 .0117270000 .0000004602 .0006783804 .0003916631
335872 .0129570000 .0000031070 .0017626684 .0010176770
344064 .0131686667 .0000011433 .0010692520 .0006173329
352256 .0122803334 .0000000916 .0003026549 .0001747378
360448 .0122186667 .0000000183 .0001352774 .0000781024
368640 .0113313334 .0000001100 .0003316624 .0001914853
376832 .0109046667 .0000006172 .0007856207 .0004535783
385024 .0099716667 .0000001923 .0004385202 .0002531797
393216 .0123340000 .0000015222 .0012337746 .0007123200
401408 .0142483333 .0000000825 .0002872281 .0001658312
409600 .0136326666 .0000001636 .0004044749 .0002335236
417792 .0121166667 .0000004041 .0006356886 .0003670149
425984 .0119933333 .0000000660 .0002569046 .0001483239
434176 .0112586667 .0000000045 .0000670820 .0000387298
442368 .0111110000 .0000002383 .0004881598 .0002818391
450560 .0107043333 .0000000818 .0002860069 .0001651261
